"no_de_solicitud","fecha_de_creaci_n","tipo_de_solicitud","es_anonima","descripci_n_de_la_solicitud","estado","fue_delegada","origen"
"362581341906","12 julio 2023 12:28:57","Sugerencia","SI","Buenas tardes, solicito su amable colaboración para saver donde puedo ver el proceso para inscribirme en el subsidio de mejoras de vivienda. Muchas gracias","Cerrada","SI","Chat"
"362574793502","11 julio 2023 10:02:07","Petición","NO","Favor expedir PAZ Y SALVO por concepto de Impuesto predial.
Predio con ficha catastral No. 010101620018000, ubicado C 9 10 60 Mz D Lo 18 EL RUBY

Anexo: Impuesto pago 2023, Cédulas propietarias y paz y salvo por valorización","Cerrada","SI","PQRDS"
"362562098402","11 julio 2023 09:44:46","Petición","NO","La comunidad solicita la instalacion de camaras de vigilancia en el sector por aumento de inseguridad en el sector","Abierta","SI","PQRDS"
"362553256002","11 julio 2023 09:40:54","Petición","NO","El fin de semana hombre armados estaban esperandonos en la puerta de la casa era 7 hombres armados con metralletas, revolveres y armas cortopunzantes, estamos enviando dos cartas , una con el informe de lo ocurrido y otra de solicitud de instalacion de camaras, tambien queremos saber si ustedes nos pueden ayudar porque no sabemos si cada vez que lleguemos a nuestra casa nos estara esperando esta banda , para saber si definitivamente estas personas se van adueñar del sector y nos tocara desplazarnos de nuestra casa despues de vivir 60 años en el sector","Abierta","SI","PQRDS"
"362547863902","06 julio 2023 10:30:30","Petición","SI","Buen día, agradezco su colaboración ya que solicito información acerca de unos lotes que están vendiendo en Flandes quiero saber si es verídica la información y es legal para la compra se llaman reservas los olivos, cuentan con documentación en la alcaldía? Es real este proyecto.","Cerrada","NO","PQRDS"
"362535644103","04 julio 2023 12:55:41","Queja","SI","Saludo Cordial
Deseándoles muchos éxitos en su labor y a la ves para informarles, que el día sábado 1 de julio a las 7 de la noche, en el sector de los Aragon I,II, III, y sector residencial, fueron atracados dos personas al finalizar la vía pavimentada, entrando al sector de la carretera destapada al barrio mas peligros que hay allí, y el domingo a las 2 de la tarde, nuevamente fueron atracadas dos mujeres robándoles el celular, donde pueden dar testimonio los vigilante de Aragon II, esto lo hacen dos tipos en moto, solicito por favor hacer presencia en este sector ya que la gente le da temor salir y afecta terriblemente al turismo, y allí los conjuntos nuevos que están construyendo. esto sucede frente a la ferreteria. Por favor controlar este tipo de actuaciones de los delincuentes, antes de que esto se salga de las manos. Todo este sector donde se encuentra el famoso lugar de la Paisa. Por hay pasan tambien consumiendo droga dos tipos delante de todo el mundo, muy mal vestidos, en pantaloneta, sin camiseta y con un bolso negro terciado.
Agradeciendo inmensamente su atencion.","Cerrada","SI","PQRDS"
"352535745002","29 junio 2023 12:10:50","Petición","NO","Señores,
ALCALDIA DE FLANDES
SECRETARIA DE PLANEACIÓN
Carrera 8a con calle 12 Esquina Barrio Centro
Flandes, Tolima



Asunto:  Solicitud de certificado de norma de uso del suelo FMI 357-14749
		  Predio con cédula: 73-275-00-01-00-00-0005-0027-0-00-00-0000.
					
					
Respetados señores:

Por medio del presente Chahín Vargas & Asociados compañía consultora de la empresa Concretos Argos y quien se encuentra realizando consultas prediales de las plantas fijas a nivel nacional de la zona centro, solicita amablemente a ustedes se emita los siguientes certificados de uso de suelo de los siguientes predios:


FMI	CÉDULA CATASTRAL	NOMBRE PREDIO
357-14749	73-275-00-01-00-00-0005-0027-0-00-00-0000	LOTE B


Dentro de la presente solicitud se aporta la siguiente información como requisito para la expedición del certificado de uso de suelo:

•	Copia del recibo del impuesto predial.
•	Certificado de libertad y tradición.
•	Fotocopia cédula propietarios.

Se recibe las notificaciones en el correo electrónico lfquintero@chahinvargas.com o en la oficina 406 del Edificio ubicada en la Calle 93 No. 14 - 20 de Bogotá D. C.



Atentamente,
 

 
LINA FERNANDA QUINTERO BUSTAMANTE
Profesional en gestión Institucional 
CHAHÍN VARGAS & ASOCIADOS","Abierta","SI","PQRDS"
"352527927602","28 junio 2023 11:37:07","Petición","NO","En cumplimiento al auto calendado de fecha 08 de junio de 2023, y atendiendo a lo dispuesto en los artículos 17 y 20 de la Ley 2126 de 2021, comedidamente me permito remitir las diligencias adelantadas por FACTOR TERRITORIAL, lo anterior, teniendo en cuenta que, para el caso de la referencia en reparto este despacho comisaríal adopto medidas de protección provisionales a las partes referenciadas, y teniendo en cuenta que al estudio del plenario este despacho Comisarial evidencio lugar de residencia de las víctimas en el municipio de Flandes – Tolima.","Cerrada","SI","PQRDS"
"352519091002","26 junio 2023 04:41:53","Petición","NO","Se solicito la inscripcion en Secretaria de hacienda en Flandes desde el dia 24 de mayo de 2023, a los siguientes correos contactenos@flandes-tolima.gov.co, el cual a la fecha no hemos recibido respuesta, agradezco se nos ayude para poder realizar la inscripcion a Secretaria de hacienda de nuestra empresa Disin Sa que realizo un trabajo ocasional.","Cerrada","SI","PQRDS"
"352502877007","21 junio 2023 03:08:58","Agenda tu cita","SI","Cordial saludo; 
RequieroInformacion sobre un predio en venta para urbanizacion en lote el clavel matricula357-36352 cod catastral 000100040068000, ya se firmo promesa de comparventay se abono 1.000.000, el sr. nos muestra que hay varias construcciones en pie en este momento y otras en estado avanzado de construccion.
Pero en estos dias evidencio noticias en internet sobre lotes fraudulentos que no son aptos para construir o que el propietario no sabe de la venta de los mismos.","Abierta","SI","PQRDS"
"342504118104","20 junio 2023 05:20:15","Reclamo","SI","Señor
Alcalde  del municipio de flandes
Deseándole éxitos en sus labores.
La presente  para  solicitar transporte  para todos los habitantes del municipio de flandes. Llevamos 2 años sin transporte urbano, la situcion económica de los flamencos no da para pagar taxi, los estudiantes y trabajadores están bregando mucho por sus traslados y los motoratones están haciendo su agosto. Pedimos  soluciones del transporte  urbano en taxis colectivos o vans de transporte público  con precios cómodos y acordes a la situación.
Por  su atención  le quedamos altamente  agradecidos.
Atentamente","Abierta","SI","PQRDS"
"342499817702","19 junio 2023 01:01:35","Petición","SI","Situación legal proyecto los cerezos campestre / campo verde:

buenas tardes Sres alcaldía de flandes, por medio de la presente quisiera averiguar sobre la legalidad del proyecto los cerezos campestre o campo verde, quienes están anunciando la venta de lotes para construir casas de campo.  contacto 301 251 8095

muchas gracias","Cerrada","SI","PQRDS"
"342487623502","16 junio 2023 04:36:14","Petición","NO","SOLICITUD DE CORRECCION PARA LAS CENTRALES DE RIESGO DESEMBARGO QUE USTEDES NO TUVIERON EN CUENTA.","Cerrada","SI","PQRDS"
"342478255406","14 junio 2023 02:39:17","Sugerencia","SI","Cordial saludo

Me dirijo a ustedes a fin de solicitar sean revisadas en sus bases de datos los impuestos que se han pagado referente al predio ubicado en el conjunto Parques de Venecia casa D - 17.

Este predio lo vendí y en su momento no registro en el certificado de libertad ninguna afectación que me impidiera venderlo.

El día 7 de junio de 2023 me acerque al Banco Av Villas a solicitar un crédito de libranza,con la sorpresa que tengo mi cuenta de ahorros dónde me iban desembolsar estos recursos embargada, acudo a ustedes para que procedan de manera inmediata a solicitar el levantamiento de este embargo.

De no ser así; agradezco me comuniquen cuál fue el motivo que llevo a tomar está medida ya que no tengo ninguna deuda pendiente con el municipio y si me están afectando ya que no puedo acceder a los servicios financieros que necesito actualmente.
Tambien solicito sea informada a las centrales de riesgo para que no aparezca está Anotación en mi historial crediticio.

Cordialmente

Martha Esmeralda Hurtado Buitrago
CC 51561839 de Bogota","Cerrada","SI","Chat"
"342469609204","14 junio 2023 02:12:28","Reclamo","SI","PAGUE EL IMPOUESTO DE MI CASA EN FEBRERO DEL 2023 Y NUEVAMENTE ME LLEGA OTRO RECIBO EN EL MES DE MAYO.","Cerrada","SI","PQRDS"
"342453621007","09 junio 2023 07:17:54","Agenda tu cita","NO","buen dia 
el motivo es para solicitar la prescripcion de unos impuestos que se deben desde hace trece años y poner al dia los impuestos recientes del bien","Cerrada","SI","PQRDS"
"342443225902","06 junio 2023 11:41:14","Petición","SI","buenas tardes  relice el proceso de pago de inpuesto predial y no  me genera el recibo de pago","Abierta","SI","PQRDS"
"342437281202","06 junio 2023 09:25:31","Petición","SI","Cordial saludo

La presente es para solicitar el reintegro del anticipo del siguiente año liquidado en la declaración de Industria y Comercio del año 2021 a nombre de Eulen Colombia S.A. Nit. 830.056.418-7.

Se adjunta solicitud y Certificación Bancaria","Abierta","SI","PQRDS"
"342423631506","05 junio 2023 08:48:32","Sugerencia","SI","Buen dia yo no vivo en flandes pero requiero mi impuesto para realizar el pago del inmueble que tendo en este lugar ya que el que tengo se vencio pero con los daos del mismo no uedo descargar uno con fecha actualizada para rrealizar el pago agradezco la ayuda con este gracias","Abierta","SI","Chat"
"342411557702","30 mayo 2023 02:31:17","Petición","SI","Buenas tardes
se solicita información para inscripción y presentación de industria y comercio, agradecemos dar respuesta al correo nigrinisasociados@gmail.com; ya que se ha estado llamando a las líneas telefónicas y escrito al correo 	contactenos@flandes-tolima.gov.co, pero no se ha recibido ningún tipo de respuesta","Abierta","SI","PQRDS"
"342407817706","30 mayo 2023 08:31:49","Sugerencia","SI","Buen día. 
De manera cordial les solicito información y formatos sobre la preparación y presentación de la exógena año gravable 2022.","Abierta","SI","Chat"
"342399224802","25 mayo 2023 09:48:25","Petición","SI","Bogota,25/05/2023

Señores 
SECRETARIA DE HACIENDA FLANDES TOLIMA 
REFERENCIA: ACTUALIZACION PAGOS DE IMPUESTO PREDIAL 2020-2021-2022
Bogotá

REFERENCIA: ACTUALIZACION PAGOS DE IMPUESTO PREDIAL 2020-2021 Y 2022.

Respetados señores: realizo por tercera vez esta PQR, para que por favor me realicen respuesta a la referencia de esta solicitud.

Por lo anterior realizo una actualización de mis solicitudes por medio de PQR por plataforma oficial de la SECRETAIRA DE HACIENDA FLANDES TOLIMA: 

1.- Como no obtuve respuesta por la plataforma oficial de la SECRETARIA DE HACIENDA FLANDES TOLIMA al PQR #321428641802, DEL 23 FEBRERO DE 2023, DIRIGIDO A ALCALDIA DE FLANDES Y EN LA ACTUALIDAD ESTA PQR SE ENCUENTRA ABIERTA, como lo muestra este pantallazo:
EN LA CARTA ADJUNTA ESTAN LAS IMÁGENES; POR AQUÍ NO DEJA SUBIR IMÁGENES.
2.-Como no obtuve respuesta en la Alcaldía de Flandes al PQR #321428641802, DIRIGIDO A ALCALDIA DE FLANDES; realizo nueva solicitud con la PQR 332035673802 DEL 17 DE ABRIL DE 2023 de la cual me escribieron respuesta el 25 DE ABRIL DE 2023. 
EN LA CARTA ADJUNTA ESTAN LAS IMÁGENES; POR AQUÍ NO DEJA SUBIR IMÁGENES.
y de esta respuesta YO; Dora Elfa Romero envié respuesta en MAYO 01/2023,  
EN LA CARTA ADJUNTA ESTAN LAS IMÁGENES; POR AQUÍ NO DEJA SUBIR IMÁGENES.
De lo anterior no he recibido respuesta a mi solicitud de ACLARAR ESTADOS DE CUENTAS POR LOS AÑOS 2020/2021 Y 2022, y en cambio hago seguimiento es su Pagina Web y me encuentro que CERRARON LA PQR SIN DAR RESPUESTA, así como aparece en este pantallazo.
EN LA CARTA ADJUNTA ESTAN LAS IMÁGENES; POR AQUÍ NO DEJA SUBIR IMÁGENES.

Yo, DORA ELFA ROMERO GARZON, identificada con c.c.35502642 y usuaria del pago de impuestos como buena ciudadana, realizo la siguiente petición por el derecho que me otorga la Constitución Nacional y la Ley 142/1994.

Para esta nueva solicitud; nuevamente realizo el envío de los archivos, para que me puedan dar respuesta.
EN LA CARTA ADJUNTA ESTAN LAS IMÁGENES; POR AQUÍ NO DEJA SUBIR IMÁGENES.

En espera de una pronta respuesta;

Envío pagos aprobados por la pasarela de pagos- Grupo Aval.


Cordialmente
DORA ELFA ROMERO GARZON C.C.35.502.642 DE SUBA DIRECCION ELECTRONICA DE NOTIFICACION:
CORREO ELECTRONICO: DORAELFAROMERO@YAHOO.COM MOVIL 313 803 6693","Abierta","SI","PQRDS"
